OBS.,AGE,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV
719,68,1,0,3,16,4,3,0,0,1,0,2,0,0,0,1,0,0,1,1175,705,34
660,23,0,0,2,24,2,4,3,2,1,1,4,0,0,0,0,0,0,1,1442,"1,009",-595
537,36,3,0,1,12,2,4,3,2,1,0,2,0,0,1,1,0,0,6,1542,925,163
146,29,3,0,1,6,2,1,2,2,1,0,3,0,0,1,0,0,1,4,518,466,135
589,53,0,0,1,12,2,4,1,2,1,0,4,0,0,1,0,0,0,5,795,477,-413
667,34,1,3,1,30,1,2,2,2,2,0,4,0,1,1,1,0,0,3,3496,"2,796",692
85,29,0,0,1,36,2,2,3,2,1,0,4,0,0,1,0,0,0,3,5179,"4,143",-2232
77,59,3,4,1,15,4,4,4,2,1,0,1,0,0,1,1,0,0,1,5045,"3,027",507
234,24,1,1,1,60,2,2,1,3,1,0,4,0,0,1,0,0,0,1,7408,"5,926",-3545
78,26,0,4,1,24,2,4,4,2,1,1,2,0,0,0,0,0,1,2,2812,"1,406",198
525,25,3,0,1,24,2,1,3,2,1,0,4,0,0,1,1,0,1,6,1258,754,178
203,48,0,0,2,10,4,3,1,1,2,1,1,0,0,0,0,1,1,1,2241,"1,568",258
962,49,3,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,1,1,640,320,44
890,33,3,4,1,15,2,4,3,1,1,1,1,0,1,0,0,0,1,3,2186,"1,530",374
7,27,1,0,1,9,2,1,2,2,1,0,2,0,1,1,1,0,1,6,1391,695,118
573,41,3,3,2,6,4,2,2,1,1,0,2,0,1,1,0,0,1,1,250,150,22
841,26,3,2,1,24,2,2,4,3,1,0,3,0,0,1,1,0,0,4,3235,"1,617",258
347,38,1,4,2,12,2,4,4,2,1,0,4,0,0,1,0,0,0,0,754,452,75
427,32,3,0,2,10,4,4,4,1,2,0,3,0,0,1,0,1,1,1,1231,984,151
794,30,1,0,1,6,2,3,1,3,1,1,4,0,0,0,1,0,0,4,2063,"2,063",659
265,40,3,1,1,15,2,2,2,3,1,0,3,0,0,1,1,0,0,5,4623,"2,773",-2096
426,24,1,4,1,9,2,1,3,2,1,0,2,0,0,1,1,0,0,3,2030,"1,827",499
747,32,3,4,2,48,3,3,4,2,2,0,3,0,1,1,0,0,0,4,7238,"5,790",907
739,40,1,0,2,18,4,4,0,3,1,0,4,0,1,1,1,0,0,3,7374,"6,636",1159
497,22,1,0,1,6,2,1,1,1,1,0,3,0,0,1,0,0,0,0,454,363,81
691,24,0,4,1,21,2,2,3,1,1,0,2,0,0,1,0,1,1,1,3763,"3,763",1324
275,41,3,4,1,21,2,3,4,2,1,0,4,0,0,1,1,0,0,4,3160,"2,212",429
569,34,3,4,1,60,2,4,2,2,2,0,4,0,0,0,1,0,0,1,6527,"6,527",2161
354,26,3,1,1,24,2,3,3,2,1,0,4,0,0,1,1,0,0,4,1311,"1,048",306
495,46,0,0,1,15,2,1,1,2,1,1,4,1,0,0,0,0,0,3,1845,"1,660",426
940,43,3,3,2,24,4,1,2,1,1,0,4,0,0,1,0,0,1,4,1516,"1,061",172
35,24,1,0,2,24,4,4,1,2,1,0,2,0,0,0,1,0,0,5,5743,"4,020",674
966,41,1,0,1,18,4,1,4,2,1,0,2,0,0,1,1,0,0,3,6361,"5,088",1098
614,27,3,3,2,27,3,2,2,2,1,0,2,0,0,1,0,0,0,2,8613,"7,751",1442
68,27,3,1,2,24,4,3,2,1,1,0,3,0,0,1,1,0,0,6,4139,"3,311",551
556,22,1,0,1,12,2,1,1,2,1,0,2,0,1,1,0,0,0,4,1331,798,-277
136,29,1,0,1,9,2,2,2,2,1,0,1,0,0,1,0,1,0,3,959,479,-247
37,61,1,4,1,18,2,4,2,2,1,0,4,0,0,0,0,0,0,5,1239,867,194
715,51,3,1,2,12,4,3,3,2,1,0,4,0,0,1,1,0,0,1,682,682,172
995,31,3,1,2,24,2,4,4,2,1,0,2,0,0,1,0,0,0,4,3621,"3,258",-1327
528,32,3,0,1,9,2,2,2,2,2,0,1,0,0,1,0,0,1,4,2697,"1,887",390
671,24,1,1,1,48,2,2,3,2,1,0,3,0,0,1,0,0,0,1,6560,"5,904",-2623
50,26,3,0,2,12,4,2,4,2,1,0,2,0,0,1,0,0,0,4,1934,"1,547",282
380,51,2,0,1,24,2,4,4,2,1,0,3,0,0,0,0,0,0,3,2892,"2,313",589
670,29,1,0,2,12,2,3,3,2,1,0,4,1,0,1,0,1,1,4,1103,882,123
692,32,3,1,1,10,2,2,2,2,2,0,1,0,0,1,0,0,1,2,2848,"1,993",396
339,26,2,0,1,12,2,1,1,2,1,0,4,0,0,1,0,0,1,1,1330,798,181
956,31,1,0,2,18,4,2,1,1,1,0,2,0,0,1,0,0,1,3,1928,"1,735",-849
935,32,1,3,2,9,4,3,4,2,2,0,4,0,0,0,0,0,0,5,1136,681,-538
98,22,1,1,1,15,2,2,2,2,1,0,4,1,0,1,0,0,1,0,1514,"1,211",296
484,25,2,0,1,15,2,3,1,1,1,0,2,0,0,1,0,0,1,4,2327,"2,327",-772
30,26,3,0,1,12,2,2,2,2,1,0,2,0,0,1,1,1,1,6,1076,645,114
745,35,1,0,1,7,2,2,2,2,1,0,2,1,0,1,0,0,1,4,2576,"2,318",692
579,35,1,3,1,18,2,2,2,1,1,0,4,0,0,1,1,0,0,6,1941,"1,358",359
994,46,3,4,2,24,4,4,2,3,2,0,2,0,0,1,1,0,0,2,6842,"5,473",894
548,26,0,0,1,18,0,4,1,2,1,1,1,0,0,0,0,0,0,3,3114,"2,802",-1133
590,31,3,4,1,36,3,2,3,3,2,0,3,0,1,1,1,0,0,2,8947,"6,262",1377
239,25,3,4,1,22,2,4,3,2,1,1,4,0,0,0,0,0,0,1,1283,898,215
410,54,1,3,1,12,2,4,4,2,1,0,4,0,0,1,1,0,1,1,1318,"1,186",348
387,32,3,3,2,27,4,2,1,1,2,0,4,0,1,1,1,0,1,3,4526,"4,073",784
522,39,1,4,2,6,4,3,3,1,1,0,1,0,0,1,0,0,0,0,932,652,78
21,52,3,2,2,9,4,2,4,2,1,0,4,0,0,1,1,0,0,5,936,842,198
504,25,1,0,2,45,4,2,1,1,1,0,4,0,0,1,0,0,0,4,4746,"3,322",-1100
688,36,0,0,1,18,1,4,1,3,1,0,3,0,1,0,1,0,0,4,1940,970,141
89,38,3,0,1,24,2,3,3,3,1,0,3,0,0,1,1,0,0,2,7814,"7,032",2237
731,33,0,1,1,12,2,3,1,1,1,0,4,0,0,1,1,0,0,4,727,654,-340
250,27,3,1,2,6,4,1,2,2,1,0,1,0,0,1,0,0,0,4,1237,"1,113",195
865,38,2,0,1,24,2,3,3,2,2,0,4,0,1,0,0,0,0,1,947,947,-411
280,27,3,4,2,6,4,2,2,2,1,0,1,0,0,1,0,0,0,3,1221,854,148
466,35,3,0,2,24,4,3,3,2,1,0,4,0,0,1,1,0,0,2,2346,"1,407",222
297,29,3,4,1,15,2,2,2,2,1,0,3,0,0,1,0,0,0,1,3556,"2,844",632
561,22,0,2,1,24,1,4,2,2,1,0,4,0,1,1,1,0,1,3,2828,"1,696",334
139,38,1,0,1,18,2,4,0,3,1,0,3,0,0,0,1,0,0,2,12976,"6,488",-3587
107,50,1,4,2,15,4,4,4,2,1,0,4,1,0,1,1,0,1,4,1537,"1,383",291
17,36,3,1,1,24,4,4,4,2,2,0,3,0,0,1,1,0,1,4,2872,"2,584",744
190,46,3,0,2,15,4,4,4,2,1,0,4,0,0,1,1,0,0,4,1829,"1,829",464
990,42,0,0,1,18,2,3,2,2,1,0,2,0,0,1,0,0,0,3,4153,"3,322",-1278
273,24,0,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,1,1,1228,736,-376
777,31,3,4,1,10,2,4,1,2,1,1,1,0,0,0,0,0,1,2,2901,"1,740",373
402,28,0,0,1,15,2,4,2,2,1,1,2,0,0,0,0,0,0,1,1403,"1,122",257
481,24,1,4,1,12,2,2,0,0,1,1,1,0,0,0,0,0,1,1,7472,"5,230",1339
893,58,3,4,1,30,2,4,4,2,1,0,4,0,0,1,1,0,0,4,1867,"1,120",242
888,27,0,0,1,9,2,2,1,3,1,0,3,0,0,0,1,0,0,1,1422,995,-316
65,27,0,0,1,18,2,1,0,0,1,0,4,0,0,1,0,0,1,5,750,525,-403
477,27,3,1,2,24,4,3,3,2,1,0,4,0,0,1,1,0,0,1,2463,"2,463",658
588,40,1,3,2,11,4,4,2,2,1,0,4,0,0,1,0,0,0,1,1322,"1,322",345
71,29,3,2,1,12,2,4,2,1,1,1,4,0,0,0,0,0,0,3,1123,"1,010",-535
195,31,3,0,1,10,2,2,2,1,2,0,3,0,0,1,0,1,1,1,1546,"1,236",286
737,22,0,0,1,18,2,4,1,2,1,1,1,0,0,0,0,0,0,3,3650,"2,920",799
421,38,3,0,2,12,4,1,4,1,2,0,4,0,0,1,0,0,1,1,1495,"1,196",181
246,34,3,0,2,12,0,4,4,2,1,0,2,0,0,1,0,0,0,3,2759,"2,207",421
382,54,0,0,1,48,2,4,2,2,1,0,3,0,0,1,0,0,0,0,3051,"1,830",-555
161,30,1,0,1,9,2,1,2,2,1,0,4,0,0,1,0,0,0,3,918,734,-284
534,44,0,0,1,6,4,4,2,3,1,1,1,0,0,0,1,0,1,3,3384,"3,384",-1846
440,31,3,0,1,9,4,3,0,3,1,0,2,0,0,1,0,0,0,3,2406,"1,924",437
353,23,3,1,1,24,2,4,3,2,1,0,3,0,0,1,0,0,0,2,3488,"1,744",359
618,42,0,0,1,12,2,1,2,2,1,0,2,0,0,1,0,0,0,3,2577,"2,061",502
757,34,3,3,1,24,4,2,4,2,1,0,2,0,0,1,0,0,0,4,2578,"1,289",196
594,30,1,1,2,30,3,3,1,3,1,0,4,0,1,1,0,0,0,4,1919,"1,535",-892
560,32,1,1,1,6,1,1,1,1,1,0,1,0,1,1,0,0,0,1,931,744,-441
902,31,3,2,1,24,2,2,4,2,2,0,3,0,0,1,1,0,0,4,3430,"2,401",637
772,32,3,0,1,18,2,2,2,3,1,0,4,0,0,0,1,0,0,4,1505,"1,354",419
833,31,2,0,1,36,2,2,4,2,1,0,4,0,0,1,0,0,0,4,4473,"4,473",1355
226,24,1,0,1,30,2,2,2,2,1,0,4,1,1,1,0,0,0,1,2150,"1,720",-683
428,34,0,0,1,30,2,1,1,1,1,0,1,0,0,1,1,0,0,0,11998,"10,798",-4141
140,19,1,3,1,12,2,4,1,1,1,1,1,0,0,0,0,0,1,3,983,589,141
765,26,3,2,1,12,2,2,2,2,1,0,2,0,0,1,0,0,0,1,1386,"1,247",-605
780,22,3,0,2,12,4,4,1,1,1,1,2,0,0,0,0,0,0,3,1258,"1,006",204
4,36,1,3,1,18,2,3,1,2,1,0,3,0,1,1,1,0,1,6,1913,"1,721",416
176,23,0,0,1,18,2,2,1,1,1,0,1,0,0,1,0,0,0,1,976,683,-300
628,26,3,0,2,18,4,2,2,2,1,0,2,0,0,1,0,0,0,4,2404,"1,923",380
786,28,3,0,1,15,4,2,2,2,1,0,4,0,0,0,1,0,0,3,3343,"1,671",357
480,32,3,2,1,24,2,3,4,2,1,1,4,0,0,0,1,0,0,3,3062,"1,531",317
106,30,1,0,2,27,3,2,4,3,1,0,1,0,0,1,1,0,0,2,5965,"5,965",1508
720,27,1,1,4,12,2,4,1,2,1,1,4,0,1,0,0,0,0,3,951,570,-263
224,35,3,1,1,12,2,1,3,2,1,0,3,0,0,1,0,0,0,4,2141,"1,712",445
311,35,1,0,1,9,4,3,3,2,1,1,4,0,0,0,1,0,0,3,1919,"1,535",328
222,50,0,0,2,27,0,4,0,2,1,0,2,0,1,1,1,0,0,6,5293,"4,763",-4064
11,41,3,1,1,24,2,4,4,1,1,1,4,0,0,0,0,0,1,1,1469,"1,322",376
508,66,0,0,2,12,4,4,4,3,1,0,4,0,0,0,0,0,0,2,1526,"1,526",318
352,20,1,0,2,12,3,4,2,2,1,1,4,0,0,0,0,0,1,4,585,526,91
938,52,3,1,2,6,4,4,2,1,1,0,4,0,0,1,0,0,0,1,362,253,41
524,30,0,0,1,24,2,2,0,3,2,0,4,0,1,1,0,0,0,4,1823,"1,093",-648
258,26,3,4,1,24,2,4,0,3,1,1,2,0,0,0,1,0,0,2,5433,"4,889",1312
656,28,1,1,2,18,0,3,1,2,1,0,3,0,0,1,0,0,0,1,2278,"1,822",-868
461,23,2,0,1,10,2,2,1,2,1,0,4,0,0,1,0,0,0,3,1275,765,156
209,24,3,1,1,18,2,4,2,1,1,1,3,0,0,0,0,0,0,6,1568,"1,254",363
718,52,0,2,2,6,4,4,4,2,1,0,4,0,0,1,0,0,0,4,338,202,22
802,44,1,0,1,24,2,2,4,3,1,0,4,0,0,0,1,0,0,2,12579,"10,063",-3320
972,31,1,1,2,20,0,4,4,2,1,0,3,0,1,1,1,0,0,2,6148,"4,918",809
219,40,0,4,2,21,1,2,2,1,2,0,4,0,0,1,0,0,0,1,1647,"1,152",-610
39,39,0,4,1,20,2,4,3,2,1,0,4,0,0,1,1,0,0,3,2212,"2,212",611
730,45,3,4,1,10,2,2,4,1,1,0,4,0,0,1,0,1,0,1,1287,"1,158",306
546,29,3,0,1,24,2,1,1,3,1,0,4,0,0,1,1,0,0,2,2679,"1,339",281
29,23,3,3,2,15,4,4,4,2,1,1,3,0,0,0,1,0,0,2,3368,"2,694",414
622,31,0,0,1,18,0,1,3,2,1,0,3,0,1,1,1,0,0,6,3104,"2,483",724
323,32,3,4,2,24,3,4,2,2,2,0,4,0,0,1,1,0,1,6,2978,"2,978",797
357,37,1,4,1,36,2,4,2,2,1,0,1,0,0,0,1,0,0,1,12389,"8,672",-3366
260,36,3,3,1,21,2,4,4,1,1,0,4,0,1,1,0,0,1,6,1572,"1,100",265
53,44,3,0,2,24,4,4,4,2,1,0,3,0,0,0,0,0,0,0,5507,"4,956",848
80,39,1,0,1,21,2,4,4,2,2,0,2,0,0,1,0,0,0,6,1188,594,-446
806,23,2,0,1,18,2,2,4,3,1,0,3,0,0,1,0,0,0,1,1961,"1,961",659
45,39,3,0,1,12,2,4,4,3,1,0,4,0,0,1,1,0,0,1,1884,"1,507",415
936,23,0,0,1,30,2,4,3,2,1,1,4,0,0,0,0,0,1,3,2406,"1,924",-1024
825,26,2,0,1,24,2,2,2,2,1,0,2,0,0,1,0,0,1,3,1925,"1,732",535
873,59,1,0,1,48,1,3,4,2,1,1,4,0,0,0,0,0,0,6,6416,"6,416",-3914
587,20,3,2,1,15,2,4,2,2,1,1,2,0,0,0,0,0,0,3,2221,"1,554",400
743,46,3,3,2,18,4,3,2,2,1,0,4,0,0,1,0,0,1,4,1149,804,98
132,25,3,1,1,24,2,1,2,2,1,0,4,0,1,1,0,0,0,3,5511,"3,306",723
967,47,2,0,1,30,4,4,4,2,1,0,4,0,0,1,0,0,0,4,3017,"1,810",323
774,35,0,1,1,18,2,4,2,1,2,0,3,0,0,1,1,0,0,1,4380,"3,504",783
458,27,1,0,2,9,2,4,4,1,1,0,4,0,0,1,0,0,0,4,1082,973,215
531,33,3,3,1,6,2,2,2,2,1,0,4,0,0,1,0,0,1,3,1543,"1,234",341
241,27,3,0,2,24,3,2,1,2,1,0,2,0,1,1,1,0,0,6,8648,"6,918",-4433
430,46,3,4,2,48,4,2,4,3,2,0,4,0,1,1,0,0,0,6,7629,"6,103",863
366,42,1,1,4,36,3,4,4,3,1,0,2,0,0,1,1,0,0,1,8086,"4,043",-1774
684,21,3,4,1,12,2,2,2,2,1,0,4,0,0,1,0,0,0,4,886,797,197
946,32,3,0,1,18,2,2,1,2,1,0,3,0,0,1,1,0,0,4,4594,"2,756",556
397,35,3,2,2,24,2,2,4,2,1,0,3,0,1,1,1,0,0,4,2397,"1,677",-538
879,50,1,0,1,48,3,4,4,2,1,0,4,0,0,0,0,0,0,5,6224,"4,979",-4477
483,35,3,0,2,18,4,2,1,3,1,0,3,0,0,1,1,0,0,3,3780,"1,890",231
447,34,3,0,2,18,2,1,3,2,1,0,4,0,1,1,1,0,0,6,1950,"1,170",160
129,50,3,0,1,12,2,2,2,2,1,0,4,0,0,1,0,0,1,3,1574,"1,416",446
549,47,1,0,1,6,3,4,0,3,1,0,4,0,0,1,1,0,0,1,1209,967,-475
650,29,1,1,1,36,2,1,1,3,1,1,4,0,0,0,1,0,0,3,9034,"7,227",-3545
503,36,0,0,1,6,2,2,2,1,1,0,1,0,1,1,1,0,1,3,1374,961,251
848,39,1,1,1,12,2,4,3,1,1,0,3,0,0,1,0,0,1,6,1037,622,116
817,25,3,0,1,24,2,4,3,2,1,1,2,0,0,0,1,0,0,3,3972,"2,383",396
284,29,0,0,2,45,0,4,4,2,1,1,2,0,0,0,0,0,0,6,11816,"7,089",-4581
717,20,1,3,1,11,2,1,1,2,1,0,4,0,0,1,0,0,1,3,1577,946,170
24,26,2,0,1,36,2,2,2,2,1,0,4,0,0,1,0,0,0,4,4210,"2,526",-816
803,34,1,0,1,7,2,2,2,2,1,0,3,1,0,1,0,0,1,4,2415,"2,173",578
232,26,2,0,1,24,2,4,1,2,1,0,2,0,0,1,0,0,0,3,3749,"2,624",612
320,29,3,0,1,6,2,2,3,2,1,1,2,0,0,0,0,0,1,4,2108,"1,897",606
988,36,3,4,2,30,4,3,3,2,1,0,2,0,0,1,0,0,0,4,6742,"4,045",459
748,25,2,0,1,24,2,2,3,2,1,0,4,0,1,1,0,0,0,4,5152,"2,576",377
255,31,0,4,1,30,2,4,4,2,1,0,4,0,0,1,0,0,0,3,6350,"3,810",-1837
197,47,1,0,2,21,3,4,2,2,1,0,1,0,0,1,0,0,0,1,2353,"2,117",405
102,24,0,0,1,48,2,4,1,2,1,1,3,0,0,0,0,0,0,6,4308,"4,308",-2807
665,32,0,0,2,30,0,2,2,2,1,0,2,1,0,1,0,0,1,3,4583,"3,208",534
191,44,3,4,2,20,4,4,1,2,1,0,2,0,0,1,1,0,1,1,3485,"2,788",456
847,26,3,0,2,33,3,2,2,2,1,0,2,0,0,1,1,0,0,6,2764,"1,658",189
309,58,0,0,1,24,2,4,4,1,1,0,4,1,0,1,1,0,1,0,1755,"1,053",211
213,24,3,0,1,12,2,2,2,1,1,1,3,0,0,0,0,0,1,3,1768,"1,237",300
523,27,3,0,2,36,0,2,2,2,1,0,4,0,0,1,0,0,0,0,2613,"2,613",673
986,26,3,1,1,9,2,2,2,2,2,1,1,1,0,0,0,1,1,1,3577,"2,146",481
674,23,1,0,2,24,2,4,2,3,1,1,1,0,0,0,0,0,0,2,11560,"9,248",-4648
73,34,2,0,2,9,0,2,1,3,1,0,4,0,0,1,1,0,0,4,1337,"1,203",-479
923,22,0,0,1,24,2,1,1,2,1,0,4,0,1,0,0,0,0,3,3149,"1,889",323
658,27,1,0,1,12,2,1,3,2,1,0,2,0,0,1,0,0,1,4,2930,"2,051",492
454,25,3,4,2,24,2,2,1,2,1,0,4,0,0,1,0,0,0,4,3105,"3,105",708
115,30,1,0,1,36,2,1,1,3,1,0,4,0,0,1,1,0,0,4,4795,"3,356",805
193,37,3,2,1,48,3,1,3,3,1,0,4,0,0,1,1,0,0,4,12749,"12,749",3442
575,28,0,0,2,13,4,1,1,1,1,0,3,0,1,1,0,0,0,6,1797,898,115
437,25,0,0,1,18,2,1,0,0,1,0,4,0,0,1,0,0,0,3,2473,"1,978",-1048
597,26,1,4,1,30,2,1,2,2,1,0,4,0,0,1,0,0,0,4,1715,"1,029",240
789,23,1,0,1,48,2,2,2,2,1,0,2,0,0,1,1,0,0,6,15672,"14,104",-12029
393,30,1,0,1,12,2,4,3,2,2,1,3,0,0,0,1,0,0,1,2002,"1,801",465
624,23,1,4,1,6,2,2,0,0,1,0,1,0,0,1,1,0,0,1,14555,"11,644",-5406
291,42,3,4,2,36,4,4,4,2,1,0,2,0,0,0,0,0,0,2,10477,"5,238",604
605,39,3,2,1,36,2,4,4,2,1,0,4,0,0,1,0,0,0,4,2299,"2,069",597
